x,y,z
0.00912164,0.0974284,0.190467
0.0636329,-0.0320267,0.188665
-0.131042,0.192004,-0.14985
0.0857374,0.357514,-0.00737626
-0.420558,-0.613878,0.110793
0.323666,0.102319,-0.550603
0.354771,-0.499805,-0.0821162
-0.147746,0.617048,0.454873
0.00201683,-0.136692,0.0334745
0.3534,0.215948,0.378677
-0.0878512,-0.0337123,-0.496123
0.108677,-0.132867,0.154043
0.0954873,0.0501915,0.188455
-0.309213,0.214821,-0.0171419
0.294707,0.746133,0.371916
-0.565868,-0.625692,-0.0534764
0.165698,-0.340278,-0.491493
0.019883,-0.092259,0.190997
0.272473,0.297107,-0.629188
-0.0803529,-0.0208151,-0.44827
-0.226097,-0.00224243,-0.224876
0.325437,0.511898,0.364825
0.0177551,-0.26501,-0.657514
-0.301602,-0.396213,0.865117
-0.141564,-0.651935,0.348862
-0.154593,0.483181,-0.448612
0.268757,-0.238022,0.294286
-0.385843,0.477555,-0.0207631
0.513321,-0.0438278,-0.417175
0.274486,0.0475524,-0.417692
-0.117265,0.0740296,0.95033
0.901254,0.130861,-0.0664159
0.0156392,-0.1443,-0.0658066
0.00305443,-0.0780281,0.506644
0.649527,0.185087,-0.319946
-0.0897829,-0.0934815,-0.426387
0.058093,0.12043,-0.374999
0.10844,0.583359,-0.161303
0.315276,-0.113158,0.203012
-0.232127,0.112236,0.100112
0.103572,0.385825,-0.400295
0.404165,0.208516,-0.0972645
-0.0883318,0.0310804,0.292835
0.312925,-0.320756,0.838991
-0.487108,0.207287,-0.0728108
-0.134167,-0.170968,0.0638634
0.209018,0.218272,0.10084
0.570427,-0.397449,0.176412
0.233053,-0.465765,0.232547
-0.612574,-0.0143219,0.243387
-0.00168216,-0.403163,0.196206
0.398497,-0.447939,0.471128
-0.244163,0.460657,-0.592105
-0.0700824,-0.177427,0.977408
-0.0460947,-0.217676,-0.504749
-0.257659,-0.0316165,0.81475
0.0689221,0.426186,0.662272
-0.452952,-0.0392359,-0.48389
-0.068999,-0.234655,0.287939
0.0839143,-0.265593,0.483753
-0.511969,0.0524634,0.259259
0.181472,0.0509807,-0.340719
-0.00620822,-0.29001,-0.0349248
-0.493797,-0.48782,0.45893
0.200173,0.025013,0.0815718
-0.126005,0.29357,0.625236
-0.15829,-0.164546,0.858954
0.105155,0.0955209,0.576125
-0.104557,-0.460099,-0.155992
-0.206442,0.0364,0.773516
-0.82106,0.162947,0.478483
-0.504859,0.385541,0.552648
-0.446974,0.00126266,-0.391179
0.502081,0.13375,0.866209
0.0249467,0.228112,0.311536
-0.117788,-0.0327326,-0.0276723
0.52511,-0.579329,0.650481
0.200354,-0.0531662,0.408365
0.0820544,-0.0877963,-0.0968473
0.0129515,-0.23747,-0.300861
-0.616614,-0.238685,0.105929
0.122614,0.127351,-0.280656
-0.106578,0.294741,-0.00266559
-0.0518877,0.24429,-0.154046
0.47282,0.00989998,0.770154
-0.213654,0.034605,0.0610682
-0.213497,0.24847,-0.460499
0.179133,-0.0261726,0.245321
0.11099,-0.701963,0.410693
0.37982,-0.411877,0.728403
-0.179713,0.775547,0.443151
0.436651,0.44373,0.325304
0.247796,0.141172,-0.315236
-0.0438197,0.210224,0.188919
0.140886,0.0366068,0.491573
-0.493204,0.112267,0.911993
0.404548,0.00689578,0.707538
0.0589015,-0.097192,0.888249
-0.0721406,0.634223,-0.442357
-0.0161681,0.0871312,0.727267
-0.238999,0.349981,-0.428265
0.393473,0.441568,0.537102
0.0408759,-0.661815,0.631009
0.251944,0.0490236,-0.340167
-0.271429,0.387457,0.169123
0.559276,-0.0413621,-0.321361
-0.108272,0.0867659,0.803201
0.125108,0.0808081,0.693506
0.116446,0.150761,0.511135
0.320001,0.362194,-0.236115
-0.684828,-0.126981,0.480217
0.191771,0.522656,-0.223312
-0.0646429,0.240899,-0.473327
0.639469,-0.409408,0.276415
-0.231891,0.0278895,-0.258681
-0.425498,0.120704,0.53285
-0.0967769,-0.210892,1.08629
0.224836,-0.108222,-0.112323
-0.168601,-0.299966,-0.0999299
-0.0551351,0.697455,0.554738
0.687328,-0.234764,0.00890945
-0.25019,-0.151915,1.01197
-0.395664,0.438895,0.698788
0.03657,0.122328,0.524894
-0.0983815,-0.169926,0.159131
-0.11964,-0.00355942,-0.103081
0.603556,0.0143374,0.709233
0.707147,-0.161518,0.534796
0.435652,-0.207381,0.296217
0.078461,-0.530963,-0.108257
-0.200881,-0.193939,0.854464
0.351927,-0.224125,-0.213698
0.166174,-0.046459,-0.273343
-0.0449614,0.136548,0.226553
0.254777,-0.228863,0.146827
0.0903163,-0.652788,-0.205679
-0.36758,0.314223,0.240366
-0.329861,-0.470347,0.179376
0.507648,0.114118,-0.643149
-0.0564046,0.00275198,0.109885
-0.228396,0.0388958,0.119446
-0.0354812,0.0944218,-0.00459484
-0.0904083,0.551151,-0.399861
0.470465,0.376499,0.64202
0.28141,-0.396626,0.76219
0.106161,0.205757,0.0761519
0.458198,0.427373,0.292198
0.0887344,0.124644,-0.590093
-0.406803,0.443352,0.175952
-0.057277,0.23747,0.825524
-0.0545299,0.655497,-0.00824286
0.200095,-0.167262,0.0826203
0.194607,0.173966,0.57812
-0.162059,-0.703651,-0.151081
0.177851,0.13258,0.236028
-0.0153899,0.519546,-0.585856
0.157418,0.52112,-0.441887
0.166706,-0.434568,-0.494495
0.586708,-0.0229372,-0.517782
0.220075,0.199546,0.181584
-0.124758,0.607153,-0.235881
0.292189,-0.0424014,0.38731
0.055331,-0.6818,0.089428
0.0742901,0.242228,0.358221
0.413427,0.45592,0.295814
-0.692684,-0.126076,0.0693785
0.193197,0.255525,0.278857
0.279413,-0.250692,0.108995
-0.172523,0.186523,0.571438
0.290797,-0.616609,-0.287772
-0.478056,-0.357896,-0.24702
-0.0559837,-0.165888,0.248192
-0.0779537,-0.20658,-0.320893
-0.0400282,-0.0262934,0.371783
-0.0835863,0.440233,-0.079682
-0.229443,-0.0231377,0.536845
0.073036,0.0566428,-0.344855
-0.245501,0.513672,-0.0102961
0.200637,0.0143843,0.160432
0.122201,0.563316,0.826433
0.0335288,0.373222,-0.0500284
-0.362814,-0.541046,0.73161
-0.191228,-0.00285993,0.0491902
0.188305,-0.661992,0.509214
0.741152,0.30253,-0.174831
0.0725663,0.108783,0.718415
-0.298925,-0.352393,0.633191
-0.0412488,-0.674887,-0.0823714
0.248805,0.0541893,0.549693
-0.0713517,-0.00416521,0.195676
-0.171708,-0.115402,0.556127
-0.516714,-0.26527,0.510214
0.111517,0.191762,0.0278603
0.264713,0.880159,0.327421
0.044604,0.551041,0.0316809
0.762076,-0.0822128,0.552846
-0.029854,0.219011,0.00971128
-0.101855,-0.103604,0.950621
-0.162998,-0.436597,-0.437055
0.437783,0.114466,0.426295
-0.566924,-0.369041,-0.302137
-0.389444,0.0978344,-0.414594
-0.216418,-0.0781393,0.910102
-0.259643,-0.280187,0.139126
-0.335205,-0.237872,0.292129
-0.671525,-0.214319,-0.258092
0.0562759,0.180403,0.665274
-0.253067,0.0863083,0.204372
-0.0403451,0.0248726,0.111501
0.136802,0.20693,0.206973
-0.307601,0.214026,-0.0782857
-0.239313,-0.322915,-0.212784
0.248435,-0.492348,0.8491
0.715713,0.478527,0.00575554
0.240398,0.180715,-0.503225
-0.11829,-0.52508,-0.308522
-0.0638025,-0.0864222,0.0516432
0.291664,-0.429296,0.362843
0.00840383,-0.0703713,0.17389
-0.205091,0.192576,-0.133702
-0.190322,0.041142,0.162709
0.218632,0.157069,-0.324722
0.250969,0.0376165,0.975387
-0.196613,-0.185308,0.310102
0.0354731,-0.138331,-0.326115
0.707179,0.075158,0.524033
-0.302731,0.115611,-0.122491
0.0519038,-0.572285,0.898356
0.67997,-0.212719,0.750191
0.530153,-0.458937,0.215204
-0.627031,-0.530857,-0.0152189
0.0920595,0.0484995,-0.402613
0.63906,0.438441,-0.00376504
0.257375,-0.131562,0.254
0.238794,-0.305299,0.909563
0.345029,0.0660006,0.325633
-0.00462707,-0.059012,0.0771012
0.187525,-0.122811,0.399153
-0.339267,0.760898,0.414099
-0.034383,0.551962,0.132516
0.071014,0.0600497,-0.0201506
0.0827155,-0.878199,-0.124159
-0.169584,-0.0554624,0.926984
0.0136274,-0.434737,0.703066
-0.269068,-0.172448,0.169747
0.442728,0.257888,0.450527
0.257018,-0.300749,0.418993
0.113711,-0.78466,-0.132934
0.535937,-0.0729993,-0.0568464
-0.416699,-0.0036832,-0.06123
-0.0996775,-0.0119517,0.798796
-0.0963087,0.196221,0.338537
0.129782,0.240806,0.257842
-0.00758804,-0.693867,-0.25577
-0.180893,-0.0335283,-0.419055
-0.274946,0.276618,0.229174
-0.186921,0.345594,-0.677359
-0.344313,-0.344984,0.657486
-0.395504,0.17882,0.164509
0.236353,-0.366707,-0.291512
-0.0715727,0.191674,0.642279
0.39947,-0.0994424,0.564574
0.435891,-0.304871,0.104478
-0.307383,0.406219,-0.355586
0.0746315,-0.00968755,0.42854
0.0346645,0.020543,0.494957
0.241234,0.314156,-0.370975
-0.0644075,0.168179,0.317895
-0.653853,-0.0249764,0.539896
0.555738,0.146372,-0.342636
-0.0909091,0.505321,-0.117751
-0.331169,-0.194496,0.184212
0.624409,0.142366,0.0467725
-0.116185,0.475905,-0.0811381
-0.232237,0.0306793,0.846322
0.192729,0.13802,-0.371983
0.00189185,0.304878,0.0861215
0.444491,-0.394632,0.0925782
0.777818,0.505077,-0.0265972
0.189438,0.1774,0.063393
0.293834,0.424699,0.242939
-0.835276,0.14783,-0.113068
-0.552342,0.663726,0.460178
-0.018489,0.280261,0.135633
-0.358226,-0.376458,-0.330843
-0.266163,0.59469,-0.152093
0.362033,-0.659796,0.128271
-0.0988928,-0.672369,0.460241
0.27002,0.686226,0.319063
-0.247223,0.0760285,-0.0978154
0.113583,0.0469008,0.198818
0.268132,-0.363796,-0.48251
-0.0174297,0.284967,-0.184868
-0.125493,0.261612,0.196039
-0.265757,0.0155319,-0.278375
-0.25939,0.0488236,0.20485
-0.367079,0.18772,0.261847
0.236695,0.0899437,-0.344208
-0.512634,0.680831,0.060366
0.126378,-0.230031,-0.583264
0.551091,-0.123387,0.613587
-0.415864,0.676443,-0.281788
0.0473137,-0.322153,0.709219
-0.301977,0.567097,0.689922
-0.236595,0.00688319,0.543035
-0.236375,0.436915,0.809486
0.330651,-0.221305,0.0667432
-0.139515,-0.113656,0.153758
0.0441488,0.0109829,0.299266
-0.0882895,0.120628,0.0751925
-0.00726911,0.254192,1.02389
0.434654,-0.204281,-0.0661078
0.225726,-0.32731,-0.469951
-0.011021,-0.587448,-0.260166
-0.620071,-0.261491,0.0680601
0.454924,0.458021,0.432186
0.32253,-0.237528,-0.442177
0.199394,-0.0135627,0.767574
-0.220164,-0.57965,0.370359
0.0215476,0.329783,0.283932
0.408247,0.503175,0.382967
-0.562931,-0.721281,0.342838
-0.107697,0.0129205,-0.159868
-0.349773,-0.510641,0.645486
0.481829,-0.110806,-0.272456
0.0323198,-0.298377,0.686597
-0.121542,0.0412828,-0.522666
0.250317,0.0973939,-0.293464
-0.21929,0.27502,0.799581
-0.0983812,-0.0332438,0.401552
-0.420232,-0.342426,0.901955
0.425445,-0.521794,0.112601
-0.55345,-0.304499,0.410567
0.188431,0.55058,0.201045
0.11136,0.0610121,0.0958979
-0.479237,0.36163,-0.175223
-0.526274,0.416675,0.0462949
-0.22077,0.305427,0.995017
-0.031539,-0.0992446,0.93832
0.103372,-0.0403853,-0.280901
-0.20539,-0.129473,0.336764
0.334031,-0.0593438,-0.659148
-0.0493234,-0.125241,0.0671113
0.193389,-0.110476,0.803537
0.217781,-0.288138,0.686259
0.0185573,-0.362623,0.830804
-0.0641159,-0.0490494,0.918106
-0.172175,0.0198096,0.0138755
0.478132,-0.284055,-0.110383
0.255748,-0.362209,0.881964
-0.464517,0.508035,0.139298
-0.299946,-0.670779,-0.11614
0.00680089,-0.0455846,-0.446325
-0.228906,-0.00618879,0.122172
0.241595,-0.123996,-0.0610505
0.107957,0.673833,0.113147
-0.18927,-0.195767,-0.490931
-0.148716,0.268703,0.95529
-0.204725,-0.20124,-0.636393
-0.139453,-0.44463,0.794822
-0.478581,0.350446,0.462544
-0.278486,-0.55092,0.789686
-0.29369,-0.114821,0.884695
-0.640135,0.0934134,0.15564
-0.0943119,0.158372,-0.0796593
0.226385,0.0778568,0.491508
0.347737,-0.508693,-0.236185
-0.0577502,0.0423981,0.221197
0.174049,0.0775604,-0.513128
0.0761691,-0.453127,0.281584
0.18685,-0.911453,0.221746
0.0782216,0.116089,-0.359686
-0.150856,0.662915,0.782164
0.215832,-0.010787,-0.0298981
0.322608,-0.0566477,0.485934
-0.145484,0.321371,0.411548
-0.14861,-0.268832,-0.379993
0.581767,-0.290333,-0.382365
0.507579,0.199795,-0.0366923
0.103853,0.0934189,0.0683271
0.487141,-0.68574,0.500622
-0.331414,-0.526548,-0.00820549
0.00843081,0.660906,0.196439
-0.0841652,0.0916332,1.05621
-0.312869,0.274456,-0.301323
-0.121846,0.100866,0.774582
0.428345,0.00667708,0.135154
0.264406,-0.166146,0.75098
-0.212112,-0.0493102,-0.214313
0.0816584,0.936758,0.0905043
0.0951241,0.239651,0.436541
0.140725,-0.0931868,0.471234
0.00895553,0.266792,0.187016
0.039456,-0.0736722,-0.571057
-0.105634,0.0644048,-0.0826181
0.25923,-0.107082,0.217342
0.144776,-0.0162198,-0.0280887
0.149822,-0.0639022,-0.0594227
-0.192178,-0.0945602,0.267667
0.866397,0.195599,0.13152
0.310347,-0.0588549,-0.452299
-0.212765,0.0884641,-0.667719
-0.00376183,0.632239,0.26998
-0.193791,0.105082,0.171125
0.603542,-0.211601,0.517584
-0.00207534,-0.256444,0.459271
0.305667,0.526235,0.108709
0.0127536,-0.064865,0.376022
-0.149174,-0.298275,0.241704
0.603148,0.583615,0.501902
-0.772203,-0.186053,-0.294906
-0.0991173,0.133497,0.0369644
-0.105556,0.305104,0.739939
0.522661,0.529889,0.00568426
-0.286981,0.197286,0.930277
-0.14839,0.10856,0.764417
0.45355,-0.036852,-0.428192
-0.269107,0.584031,0.650836
-0.0985223,0.0168001,0.347558
0.418246,-0.346635,-0.105699
0.0186155,-0.597038,0.444593
0.188179,-0.0954691,0.112609
0.358353,-0.029821,-0.246544
-0.101699,0.0117974,0.381927
-0.055349,-0.538484,0.620736
-0.0865106,0.187988,1.01156
0.16576,0.490033,0.714037
-0.306582,-0.163557,1.02589
-0.0533868,-0.264272,0.300709
-0.317652,0.0578238,0.705664
-0.232955,-0.0218191,-0.487726
0.594762,-0.329936,0.2192
0.157212,-0.113571,0.204875
-0.680459,-0.0322304,-0.0342782
-0.245151,-0.0861352,0.458368
0.790474,0.226819,-0.161288
-0.0415024,0.33659,0.816515
0.122263,-0.6092,-0.211578
0.00441328,-0.0354776,0.031493
0.504963,0.360113,0.76001
0.109655,0.0741197,0.006259
0.0932067,0.189649,-0.105475
0.0646902,0.469652,0.618678
-0.0938357,-0.2579,0.0827846
0.25073,0.33573,0.482586
0.09498,-0.310308,-0.237362
0.158722,-0.156366,0.947183
-0.340992,-0.543117,-0.189929
-0.555465,-0.298992,-0.224015
-0.172128,-0.0837698,0.211448
0.126236,-0.197082,0.168297
0.65417,0.522466,0.301945
-0.0136305,-0.103446,0.145423
-0.124691,-0.433855,-0.657675
0.594787,-0.342667,0.26001
-0.242342,0.031166,0.0675618
0.112919,-0.0929091,0.0205321
0.098812,0.109604,-0.510868
-0.0681503,-0.335083,-0.155424
0.306376,0.315649,0.551214
0.21263,0.098857,0.0967706
0.136614,0.204291,-0.559094
-0.33276,-0.400981,-0.0507161
-0.124271,-0.175734,0.681009
0.143611,-0.103715,-0.432277
0.0960637,-0.672162,0.382869
0.344719,-0.0627597,0.581717
-0.380951,-0.536941,0.489579
-0.0849879,-0.739013,0.594808
0.0297994,-0.166182,1.02978
0.0306652,-0.0253244,1.01876
0.396928,0.241676,0.572061
0.110066,0.163599,0.0855419
-0.403787,-0.331543,-0.245394
0.360565,-0.42586,-0.599855
0.0531688,-0.0418831,0.413147
-0.426216,0.0156539,-0.550006
-0.35199,-0.564328,0.830483
-0.184124,0.0772119,0.558497
-0.375623,-0.44865,0.125115
-0.248079,0.0284283,-0.285762
0.134199,-0.195779,0.0116526
0.132774,0.0392748,0.0765185
0.168672,-0.0188365,-0.407389
0.355378,-0.451626,0.559343
-0.175269,0.216682,0.5599
0.337585,0.663489,0.485447
-0.138136,-0.216093,-0.520374
0.460981,0.144456,0.413318
-0.0413937,-0.0177815,0.580018
-0.497734,-0.405487,0.568683
-0.136763,0.726119,0.553685
-0.315626,0.0330988,0.724776
-0.037322,0.00426297,0.280883
0.060822,0.273902,-0.0212226
0.0271797,0.0289964,0.644582
0.283277,0.0826469,0.172416
0.128693,0.481056,0.884159
0.63648,-0.320245,0.203003
-0.292642,0.499453,0.387656
0.711976,0.0562602,0.220396
-0.025961,-0.178244,0.579759
0.0248159,-0.304409,0.519163
0.0646371,-0.355381,-0.485715
-0.648222,-0.237554,-0.312504
0.064491,0.224193,0.546645
-0.13478,0.180597,0.238732
0.0677165,-0.152651,0.116047
0.253246,-0.258003,-0.1208
0.396687,-0.00118253,0.45869
0.0794034,-0.298741,0.174393
0.131357,0.1863,0.0231794
-0.153608,-0.258278,-0.0212178
0.704252,-0.132332,0.450855
0.460882,-0.7566,0.048939
0.211209,-0.265739,0.737321
-0.209391,0.0600075,0.791274
-0.181023,0.0322903,0.398351
-0.702712,0.175218,0.485928
-0.667467,-0.0886437,-0.337037
0.270698,-0.161054,0.0452914
-0.130409,-0.0803731,-0.515677
0.314625,0.0729169,0.207039
-0.0686323,-0.103009,0.165565
0.14526,-0.172856,0.357094
-0.13672,0.392637,-0.425473
0.221853,-0.175972,0.288976
0.0350414,0.336294,0.328631
-0.343475,0.712052,0.179921
-0.200771,-0.0559222,0.223333
0.556235,-0.0424023,0.446406
0.268195,0.0752268,0.227138
0.179782,-0.156201,0.792348
-0.0641833,-0.141139,0.760985
0.238834,-0.29088,0.0813094
0.142161,-0.427203,0.183604
0.0335902,-0.250562,0.0851767
-0.145224,-0.448205,0.423698
0.412455,0.0356459,-0.186496
0.81302,0.150591,-0.0912681
-0.168196,0.148737,0.631782
-0.358634,-0.181545,0.366097
0.215671,-0.18517,0.739124
0.256328,0.264914,-0.277313
0.254955,-0.562049,0.376573
-0.0655213,0.302843,-0.177248
0.397228,0.312902,-0.398956
-0.0324919,0.250175,-0.0359829
0.208645,0.078279,0.664377
-0.487159,-0.0439797,0.321178
-0.382748,0.0693749,0.750836
0.172238,-0.0189304,-0.262097
-0.466022,-0.000520843,0.940844
0.377835,-0.187997,-0.604649
-0.231505,0.300757,-0.643748
0.207901,0.530084,0.942764
-0.00346637,0.296866,0.843158
-0.106693,0.143916,0.105565
0.40045,0.162729,0.165241
-0.159007,0.170198,-0.47366
-0.577397,0.392857,-0.262683
0.0387806,-0.562199,0.352651
0.234859,0.436333,-0.293644
0.216613,-0.197295,-0.39171
-0.00697964,-0.384654,0.910701
0.0680925,-0.0142923,0.293578
0.0834411,0.169473,0.280045
0.0367387,-0.120064,0.352837
0.115308,-0.00823874,0.131941
-0.198931,0.00391171,-0.697857
0.130437,-0.172696,0.0321147
-0.512416,-0.430885,0.405291
-0.117456,0.104764,-0.286433
0.0632605,-0.109605,0.915536
-0.34575,-0.393331,0.25487
-0.186509,0.536325,0.872009
0.437312,0.74151,0.432034
-0.138375,-0.14685,-0.0940294
-0.450916,0.0232255,0.148945
0.708499,0.447263,0.479407
-0.206941,-0.0236677,-0.334493
-0.43605,0.185462,-0.449437
0.146461,-0.167386,0.130945
-0.411883,-0.163599,-0.0896071
0.351119,-0.417063,0.640156
-0.151488,0.193869,0.505061
-0.670702,0.0822608,0.139717
-0.733051,-0.516204,0.098394
0.0342178,0.179525,0.289057
-0.435045,0.424681,0.846152
0.397991,0.521279,0.162123
0.0280427,0.156935,-0.0418388
0.0851204,0.0213758,0.0530195
-0.062832,-0.789984,0.466272
0.093752,0.282348,0.0502763
-0.0635064,0.191703,0.142034
0.306229,-0.362765,0.0988523
-0.353968,0.254905,-0.550181
-0.384509,0.116792,0.834832
0.26443,0.746076,-0.232239
-0.427317,0.793878,0.391055
-0.146286,0.0174196,0.0767062
-0.374669,0.282921,-0.147974
0.159863,0.160588,0.187835
0.228876,-0.527166,0.810683
-0.163496,-0.144045,-0.131853
0.0744503,-0.0424777,-0.0692593
0.0480288,0.364856,0.527692
-0.277325,-0.352878,0.702991
0.344995,0.645535,0.160209
0.376178,0.0260477,0.586874
-0.0957216,0.124905,-0.541401
0.2707,0.00765946,-0.121681
-0.0573883,-0.599632,0.341738
-0.021459,-0.0969473,0.483767
0.194768,0.547408,0.598971
0.200686,0.376034,-0.0738911
-0.288281,-0.591956,0.490711
0.093424,0.298103,0.542985
0.81214,-0.0492138,0.422935
-0.126408,-0.502211,0.359761
-0.236412,0.59052,0.455855
0.224579,0.220149,-0.318328
-0.257514,0.170037,0.319721
-0.0553446,0.298193,0.345277
-0.662863,-0.146899,-0.158199
-0.0854297,0.0660641,0.191655
0.136767,0.187962,-0.355589
-0.0130213,0.196919,0.333151
-0.428655,0.375661,0.0603532
-0.0555376,0.136075,0.254894
0.265706,-0.200478,0.341621
-0.0976576,0.073869,0.979434
0.15083,0.153526,-0.0861667
0.431752,0.0952891,0.236391
-0.0854057,0.582726,-0.259002
0.204775,-0.552682,0.625154
-0.0638711,0.195957,0.172355
0.167842,-0.23965,0.294773
0.0198385,0.390439,0.558443
0.0470227,0.215326,0.219105
-0.335163,0.733627,-0.0290114
-0.028076,-0.109058,0.70764
-0.243274,0.0795631,-0.150306
-0.154245,-0.310856,-0.397053
0.00601698,0.311439,0.572429
0.203535,-0.123293,0.844211
-0.0238081,0.174856,-0.379312
-0.00691827,-0.143937,-0.577412
0.34627,-0.0137588,0.938205
0.407425,-0.159292,-0.161906
-0.361653,0.488834,0.0731255
0.129725,0.305193,-0.160659
-0.177547,0.68329,0.358914
-0.0546802,0.286515,0.411735
-0.170121,-0.270433,0.0645853
0.114744,0.246255,-0.386865
0.292025,-0.168834,0.785672
-0.652775,0.387364,0.214082
-0.0301403,-0.080209,-0.577051
0.0969624,0.0856431,0.876542
0.0353536,0.0806557,0.396714
0.383679,-0.360835,-0.616416
-0.0980871,-0.217035,-0.524312
0.145328,-0.223825,-0.605858
-0.0621688,0.228184,-0.711528
0.166115,0.211819,0.784599
-0.303508,-0.357615,-0.0954526
-0.302533,0.78725,0.172193
0.611205,0.199293,0.335096
0.348074,0.0558021,0.878798
-0.180531,0.174158,-0.356023
-0.420213,0.321214,0.502758
-0.273574,0.580937,0.728068
0.186375,0.0241543,-0.158719
-0.261824,-0.114675,0.198436
-0.202841,0.0256524,0.518987
0.0824863,0.119424,0.389848
0.21241,-0.0453561,-0.421407
-0.132273,0.184151,-0.600164
-0.101979,-0.114271,-0.00784392
-0.444082,0.533765,0.62313
0.301376,-0.221866,0.712928
0.357833,0.192241,0.181621
0.111408,0.14827,0.52596
-0.140161,0.564069,-0.151504
-0.322824,0.419988,-0.357188
0.470367,0.518864,0.681885
-0.18438,-0.0513431,0.593813
0.18956,-0.714138,0.138891
-0.713816,-0.0714598,0.727727
-0.0734876,0.0288045,0.459979
-0.357753,-0.480121,-0.261009
-0.303685,0.766787,0.000968717
-0.167843,-0.267564,0.657721
-0.127667,0.636239,-0.170758
-0.627992,-0.188322,0.441699
0.201248,-0.0880604,0.445006
-0.793774,-0.0689167,0.213407
-0.247543,0.0365229,-0.562383
-0.357172,-0.0507769,-0.469365
0.421171,0.257605,-0.509219
-0.125982,0.0103733,0.253158
0.00439515,-0.0412181,0.890875
-0.228468,-0.0656017,0.309837
0.756528,-0.126002,0.145889
0.666639,0.127226,0.466112
-0.103535,0.30785,-0.255626
-0.201619,-0.309348,-0.445265
0.0692922,0.105294,0.915147
-0.0992207,-0.16702,0.815344
0.632084,0.164865,0.391205
-0.182984,0.305713,-0.419896
-0.125473,0.0357459,0.358137
0.672517,0.475151,0.182935
0.552325,0.360668,0.27451
-0.0643917,-0.0677299,0.134657
0.291108,0.424751,-0.331956
0.737065,0.0754599,0.153515
-0.0959102,-0.344061,-0.427376
0.48672,-0.26605,0.852438
0.542164,0.0917547,-0.360774
-0.47075,0.447023,0.0765654
-0.491219,-0.578003,0.220263
-0.0237296,0.252989,0.226386
0.0281597,0.447994,-0.581357
0.26625,-0.125033,-0.216969
-0.140569,-0.12825,-0.018203
0.0916036,0.424315,0.1391
0.357169,-0.0443644,-0.421115
-0.150268,-0.675272,0.815455
0.288301,0.329783,0.430155
0.020425,0.0403675,0.42063
-0.0232228,-0.329449,-0.550257
0.467785,-0.343825,0.604023
-0.153795,0.204916,0.301914
-0.272814,0.204714,-0.392992
0.452744,0.169241,-0.484267
-0.239514,-0.500225,0.372432
0.265482,-0.491131,-0.339025
0.162823,0.0815621,-0.628288
-0.0108432,0.0479231,0.23613
-0.0733352,0.115957,0.163517
-0.169681,-0.0388612,0.118319
0.0151245,0.21579,0.141701
-0.306708,0.220972,0.379845
-0.690303,0.164338,0.181068
0.116985,-0.130412,1.04339
0.168763,-0.652178,0.441798
0.156311,-0.0796657,-0.384136
-0.148624,-0.441349,0.597791
-0.502962,-0.118278,-0.603278
-0.0772583,-0.382684,0.321531
-0.0423014,0.882037,0.279825
0.454333,0.220556,-0.21688
0.00578588,0.111363,0.206664
-0.095531,0.00452001,0.575334
-0.262066,0.235831,0.217459
-0.443115,-0.13759,0.28426
0.216784,0.0703202,0.811057
-0.224623,-0.042233,1.03441
-0.144282,0.689595,0.381284
0.421487,0.479715,0.420506
-0.356275,-0.334612,0.703178
-0.104442,0.172572,-0.368361
-0.0493462,0.153779,0.344757
-0.298365,0.0549219,0.188276
0.149554,0.133412,1.06009
0.189687,-0.169684,0.244358
0.480898,-0.265977,0.531261
-0.415979,0.483397,-0.0403897
0.172113,0.412451,0.578271
-0.055054,-0.245097,0.906134
-0.33608,0.10832,0.676836
-0.547788,-0.515775,0.335952
-0.464642,-0.46122,-0.318659
0.12918,0.0755775,0.317366
-0.548639,0.324057,-0.106289
0.502003,-0.130279,-0.627769
0.251074,0.209347,-0.482999
0.0192922,0.426892,-0.529135
-0.440442,0.391983,0.608414
-0.226082,0.0974634,1.01081
-0.725642,-0.406542,0.0375
-0.310125,-0.204408,0.328444
0.243959,-0.134739,0.10642
-0.431135,-0.569847,-0.17136
0.13637,0.044652,0.074191
0.221962,-0.255684,-0.0186642
-0.360682,0.0454671,0.620378
-0.167688,-0.138282,-0.212579
-0.525989,0.196756,-0.0890254
-0.567944,-0.184782,-0.302686
0.231592,0.546369,0.379771
0.540683,0.0741415,-0.230878
-0.128464,0.13529,0.286138
0.568146,-0.252714,0.0428696
-0.174765,0.0210647,-0.360778
0.364172,-0.383711,0.53785
-0.527132,-0.776723,0.0121518
-0.0375363,0.774975,0.314602
-0.31495,-0.446697,-0.210343
-0.524317,-0.251533,0.883099
-0.0422841,0.0602626,-0.41029
-0.178214,0.14965,0.824833
0.0730388,0.224487,0.473032
0.219711,-0.0266827,0.026072
-0.0308748,-0.0655897,-0.0560147
0.274932,-0.484908,-0.0016118
-0.154855,0.811434,0.366974
0.491196,-0.521849,0.417022
0.0521692,-0.212706,0.547078
-0.0471721,0.768138,-0.274266
0.485757,0.223976,-0.33661
0.650018,0.0547952,0.727026
0.178764,0.0321584,0.00547206
-0.361377,0.176085,-0.210426
-0.245124,0.301843,-0.190745
-0.0613954,0.0945102,0.0113564
-0.273517,0.0387586,0.866818
0.134443,-0.0422346,-0.314153
0.00714335,0.143355,0.0638647
-0.278521,0.298219,0.342797
-0.0952419,0.374586,0.884093
0.735582,-0.0491259,0.169056
-0.658993,0.0710716,0.361186
0.349584,0.236449,0.188563
